product_name,review_text,sentiment
Private Online Course Learning (POCL),"Platformnya sering nge-lag, anjir. Ganggu banget pas lagi fokus belajar. Capek deh.",0
Onsite Course Learning (OCL),"Sertifikatnya zonk! Gak diakui di mana-mana. Nyesel banget ikut, mana mahal.",0
Private Course Onsite Learning (PCOL),Support after kursusnya mana? Dicuekin dong pertanyaan gue. Red flag nih!,0
Basic Online Course Learning (BOCL),"Materinya standar lah ya. Gak yang gimana-gimana banget, tapi oke buat dasar.",1
Premium Online Learning (POL),"Ada modul yang seru, ada yang B aja. Ya gitu deh, plus minus.",1
Private Online Course Learning (POCL),"Instrukturnya lumayan, tapi ada beberapa part yang bisa lebih detail lagi sih.",1
Onsite Course Learning (OCL),"Platformnya oke lah buat operasional, jarang ada drama teknis.",1
Private Course Onsite Learning (PCOL),"Sertifikatnya dapet, tapi impact-nya belum kerasa banget. So-so aja.",1
Basic Online Course Learning (BOCL),"Harganya sebanding sama ilmunya. Mantap jiwa, investasi leher ke atas!",2
Premium Online Learning (POL),"CS-nya ampas banget, slow respon, gak solutif. Mending cari yang lain.",0
Private Online Course Learning (POCL),"Yaah, sesuai harga lah ya. Gak jelek-jelek amat, tapi gak wow juga.",1
Onsite Course Learning (OCL),"Kualitasnya juara! Gak ada obat, keren abis!",2
Private Course Onsite Learning (PCOL),"Gak sesuai deskripsi, anjir. Kecewa berat, merasa ketipu.",0
Basic Online Course Learning (BOCL),"Gampang dipake, efektif banget. Hasilnya pecah!",2
Premium Online Learning (POL),Zonk parah! Kualitasnya jauh dari ekspektasi. Nyesel pol.,0
Private Online Course Learning (POCL),"Ada plus minusnya sih. Gak semua modul oke, tapi ada yang ngebantu.",1
Onsite Course Learning (OCL),"Lebih dari ekspektasi, guys! Recommended banget buat upgrade skill.",2
Private Course Onsite Learning (PCOL),"Buat basic sih oke lah. Gak terlalu mendalam, tapi cukup.",1
Basic Online Course Learning (BOCL),"Instrukturnya GGWP, ngajarnya asik, bikin semangat. The best pokoknya!",2
Premium Online Learning (POL),"Materinya basi banget, gak relate sama jaman now. Agak laen emang.",0
Private Online Course Learning (POCL),"Abis kursus dicuekin, gak ada follow up. Kecewa sih.",0
Onsite Course Learning (OCL),"Platformnya stabil, jarang error. Lumayan lah buat belajar.",1
Private Course Onsite Learning (PCOL),"Modulnya ada yang menarik, ada yang bikin ngantuk. Tergantung mood.",1
Basic Online Course Learning (BOCL),"Harganya oke, ilmunya dapet. Spill ke temen-temen ah!",2
Premium Online Learning (POL),"Sertifikatnya gak jelas, gak bisa dipake. Rugi bandar!",0
Private Online Course Learning (POCL),"Materinya daging semua, mudah dicerna. Instrukturnya panutanque!",2
Onsite Course Learning (OCL),"Instrukturnya kurang interaktif, kayak ngomong sendiri. Bikin boring.",0
Private Course Onsite Learning (PCOL),Ini sih definisi upgrade skill! Ilmunya langsung kepake. Mantul!,2
Basic Online Course Learning (BOCL),Sertifikatnya auto nambah value di LinkedIn. Keren!,2
Premium Online Learning (POL),"Platformnya user-friendly, gak ribet. Belajar jadi fun!",2
Private Online Course Learning (POCL),"Materinya standar, gak ada yang spesial banget. Ya lumayan buat nambah ilmu.",1
Onsite Course Learning (OCL),"CS-nya payah, responnya lama banget kayak nunggu jodoh.",0
Private Course Onsite Learning (PCOL),Harganya gak sebanding sama yang didapet. Overpriced!,0
Basic Online Course Learning (BOCL),"Adminnya gercep, kalo ada apa-apa langsung dibantuin. Mantap!",2
Premium Online Learning (POL),"Platformnya ribet banget, gak intuitif. Bikin pusing pala barbie.",0
Private Online Course Learning (POCL),"B aja sih. Gak ada yang istimewa, tapi gak jelek juga.",1
Onsite Course Learning (OCL),Materinya update dan relevan banget sama industri sekarang. Goks!,2
Private Course Onsite Learning (PCOL),"Harga mahal, tapi materinya gitu-gitu aja. Kurang inovatif.",0
Basic Online Course Learning (BOCL),"Videonya burik, resolusinya rendah. Gak niat bikin kursus apa gimana?",0
Premium Online Learning (POL),"Investasi ilmu yang gak sia-sia. Banyak insight baru, keren!",2
Private Online Course Learning (POCL),"Beberapa topik dibahasnya kecepetan, jadi agak bingung.",1
Onsite Course Learning (OCL),Instrukturnya expert banget di bidangnya. Salut!,2
Private Course Onsite Learning (PCOL),"Sesi Q&A-nya seru, banyak diskusi. Jadi makin paham.",2
Basic Online Course Learning (BOCL),"Platformnya sering error, bikin emosi jiwa. Tolong dibenerin dong!",0
Premium Online Learning (POL),"Lumayan oke, tapi kayaknya bisa lebih interaktif lagi deh.",1
Private Online Course Learning (POCL),"Sertifikatnya diakui, nambah poin plus buat portofolio. Cakep!",2
Onsite Course Learning (OCL),"Fasilitasnya lengkap, tempatnya nyaman buat belajar. Betah!",2
Private Course Onsite Learning (PCOL),"Jadwalnya kaku banget, gak bisa fleksibel. Sayang banget.",0
Basic Online Course Learning (BOCL),Materinya relate banget sama kebutuhan kerjaan sekarang. Joss!,2
Premium Online Learning (POL),Akses materi seumur hidup itu sih yang bikin candu. Mantap!,2
Private Online Course Learning (POCL),"Kualitas video & audionya HD, jelas banget. Gak bikin sakit mata/telinga.",2
Onsite Course Learning (OCL),"Lokasinya strategis, gampang dijangkau pake ojol atau transport umum.",2
Private Course Onsite Learning (PCOL),"Instrukturnya on time, persiapannya mateng. Profesional!",2
Basic Online Course Learning (BOCL),"Gak ada forum diskusi, jadi kalo bingung gak tau nanya siapa. Hadeh.",0
Premium Online Learning (POL),"Kebanyakan teori, prakteknya minim. Jadi kurang ngena ilmunya.",0
Private Online Course Learning (POCL),"Biasa aja, gak ada yang spesial banget. Ekspektasi ketinggian kayaknya.",1
Onsite Course Learning (OCL),"Suasana belajarnya asik, gak tegang. Jadi cepet nyantol materinya.",2
Private Course Onsite Learning (PCOL),"Kurikulumnya bisa lebih personal lagi sih, biar makin pas sama kebutuhan.",1
Basic Online Course Learning (BOCL),"Cara penyajian materinya seru, gak monoton. Jadi melek terus!",2
Premium Online Learning (POL),"Support teknisnya lelet banget, kayak keong. Kapan dibalesnya?",0
Private Online Course Learning (POCL),Cukup oke lah buat harga segitu. Gak rugi-rugi amat.,1
Onsite Course Learning (OCL),Sertifikat fisiknya dateng cepet. Prosesnya gak ribet.,2
Private Course Onsite Learning (PCOL),"Enaknya sih kalo ada rekaman sesi, jadi bisa diulang-ulang.",1
Basic Online Course Learning (BOCL),Cocok banget buat newbie yang mau belajar dari nol. Recommended!,2
Premium Online Learning (POL),"Fitur premiumnya beneran beda, fasilitasnya lengkap pol! Gak pelit ilmu.",2
Private Online Course Learning (POCL),"Belajar privat gini emang paling efektif, bisa fokus kelemahan sendiri.",2
Onsite Course Learning (OCL),Dapet networking sama temen-temen sebidang itu priceless banget!,2
Private Course Onsite Learning (PCOL),"Jadwal & tempatnya fleksibel, ngebantu banget buat yang sibuk kerja.",2
Basic Online Course Learning (BOCL),"Materinya cetek banget, gak sesuai sama judulnya. Kecewa.",0
Premium Online Learning (POL),"Instrukturnya pasif, kurang engaging. Jadi ngantuk dengerinnya.",0
Private Online Course Learning (POCL),Platformnya sering error pas mau submit tugas. Bikin panik!,0
Onsite Course Learning (OCL),Sertifikatnya gak laku buat ngelamar kerja. Sia-sia deh.,0
Private Course Onsite Learning (PCOL),Gak ada grup diskusi atau after-support. Abis kursus yaudah gitu aja.,0
Basic Online Course Learning (BOCL),"Materinya ya standar aja sih. Gak ada yang baru banget, tapi okelah.",1
Premium Online Learning (POL),"Ada beberapa modul yang oke, tapi sisanya ngebosenin parah.",1
Private Online Course Learning (POCL),"Instrukturnya lumayan jelas, tapi kadang ngomongnya terlalu cepet.",1
Onsite Course Learning (OCL),"Platformnya stabil, jarang ada kendala teknis yang berarti.",1
Private Course Onsite Learning (PCOL),"Sertifikatnya udah diterima, tapi belum keliatan efeknya buat karir.",1
Basic Online Course Learning (BOCL),"Ilmunya berguna banget buat nambah skill. Mantap, jangan kasih kendor!",2
Premium Online Learning (POL),"Materinya ada yang kurang dalem sih, padahal udah premium. Agak nanggung.",1
Private Online Course Learning (POCL),Mentornya sabar banget ngadepin pertanyaan newbie kayak gue. Makasih banyak!,2
Onsite Course Learning (OCL),"Dapet banyak kenalan baru dari industri sejenis, bisa buat kolab nanti.",2
Private Course Onsite Learning (PCOL),"Karena privat, jadi lebih leluasa nanya hal-hal basic tanpa malu.",2
Basic Online Course Learning (BOCL),"Gak ada tugas praktek, jadi cuma teori doang. Kurang mantep.",0
Premium Online Learning (POL),"Komunitas eksklusifnya aktif banget, banyak sharing ilmu. Keren!",2
Private Online Course Learning (POCL),"Jadwalnya bisa diatur sendiri, pas banget buat yang punya kesibukan lain.",2
Onsite Course Learning (OCL),"Dapet handout materi yang lengkap banget, bisa dibaca-baca lagi.",2
Private Course Onsite Learning (PCOL),"Suasana belajarnya personal, jadi lebih fokus dan nyaman.",2
Basic Online Course Learning (BOCL),"Platformnya kurang user-friendly, agak ribet buat pemula.",1
Premium Online Learning (POL),"Sertifikat digitalnya gampang di-download, bisa langsung pamer di sosmed.",2
Private Online Course Learning (POCL),"Ada sesi konsultasi tambahan di luar jam, itu ngebantu banget!",2
Onsite Course Learning (OCL),Konsumsi pas kursus (snack & lunch) enak-enak. Gak bikin laper.,2
Private Course Onsite Learning (PCOL),Materinya bisa request sesuai kebutuhan spesifik. Fleksibel banget!,2
Basic Online Course Learning (BOCL),"UI platformnya jadul banget, perlu di-revamp biar lebih kekinian.",0
Premium Online Learning (POL),"Banyak contoh kasus real dari industri, jadi lebih kebayang.",2
Private Online Course Learning (POCL),Cocok buat yang butuh bimbingan intensif dan personal.,2
Onsite Course Learning (OCL),Bisa nanya langsung ke instrukturnya kalo ada yang gak paham. Enak!,2
Private Course Onsite Learning (PCOL),"Pengajarnya ngikutin pace belajar kita, gak buru-buru.",2
Basic Online Course Learning (BOCL),Tugas dikumpulin tapi gak pernah dikasih feedback. Percuma dong.,0
Premium Online Learning (POL),"Ada guest speaker dari praktisi, jadi dapet insight baru. Mantap!",2
Private Online Course Learning (POCL),"Instrukturnya peka banget sama kesulitan peserta, langsung dibantu.",2
Onsite Course Learning (OCL),"Tempatnya strategis, deket sama tempat makan & transport umum.",2
Private Course Onsite Learning (PCOL),"Materinya disesuaikan sama level kita, jadi gak terlalu susah atau gampang.",2
Basic Online Course Learning (BOCL),Kuisnya gak nyambung sama materi. Bikin bingung aja.,0
Premium Online Learning (POL),"Videonya sering putus-putus, padahal koneksi internet aman. Ganggu!",0
Private Online Course Learning (POCL),"Gak ada silabus jelas di awal, jadi gak tau mau belajar apa aja.",0
Onsite Course Learning (OCL),Adminnya slow respon banget kalo ada masalah teknis. Hadeuh.,0
Private Course Onsite Learning (PCOL),"Modulnya kepanjangan, isinya muter-muter. Bikin ngantuk.",0
Basic Online Course Learning (BOCL),"Lumayan sih, dapet beberapa ilmu baru. Gak rugi-rugi amat.",1
Premium Online Learning (POL),Beberapa link materi di modul udah mati. Perlu diupdate.,1
Private Online Course Learning (POCL),Harganya masih masuk akal buat kantong mahasiswa/pelajar.,1
Onsite Course Learning (OCL),"Instrukturnya seru, tapi materinya kurang 'berbobot' gitu.",1
Private Course Onsite Learning (PCOL),"Dapet bonus e-book, lumayan buat nambah bacaan.",1
Basic Online Course Learning (BOCL),"Puas banget! Ilmunya nampol, melebihi ekspektasi. Auto recommend!",2
Premium Online Learning (POL),Sayang banget gak ada sesi live Q&A langsung sama instrukturnya.,1
Private Online Course Learning (POCL),"Karena privat, jadi lebih fokus dan gak malu buat nanya-nanya.",2
Onsite Course Learning (OCL),Dapet banyak koneksi baru dari industri yang sama. Bisa buat networking.,2
Private Course Onsite Learning (PCOL),Materinya bener-bener tailored buat kebutuhan perusahaan gue. Mantap!,2
Basic Online Course Learning (BOCL),"Kualitas videonya jelek banget, kayak rekaman pake HP jadul. Kecewa berat.",0
Premium Online Learning (POL),"Gak sesuai sama janji di awal, materinya banyak yang kurang.",0
Private Online Course Learning (POCL),Mahal banget buat kursus online yang gini doang. Gak worth it.,0
Onsite Course Learning (OCL),"Pengajarnya sering telat, bahkan pernah batalin sesi mendadak. Gak profesional.",0
Private Course Onsite Learning (PCOL),"Platformnya ribet, susah nyari materi atau submit tugas. Bikin frustrasi.",0
Basic Online Course Learning (BOCL),"Ya standar aja sih, gak ada yang istimewa banget. Biasa aja.",1
Premium Online Learning (POL),"Lumayan buat nambah wawasan umum, tapi gak terlalu teknis.",1
Private Online Course Learning (POCL),"Ada beberapa materi yang bagus, tapi sisanya kayak pengulangan.",1
Onsite Course Learning (OCL),"Sesuai fungsinya lah, gak ada yang wah banget.",1
Private Course Onsite Learning (PCOL),"Kalo ada materi fisik, pengirimannya cepet. Oke lah.",1
Basic Online Course Learning (BOCL),"Recommended banget! Belajarnya asik, ilmunya dapet. Gak bakal nyesel!",2
Premium Online Learning (POL),"Kualitas audio dan videonya jernih banget, enak diliat & didenger.",2
Private Online Course Learning (POCL),Tim support-nya gercep banget ngebantuin kalo ada masalah. Salut!,2
Onsite Course Learning (OCL),Sertifikatnya bisa langsung di-download begitu selesai kursus. Praktis!,2
Private Course Onsite Learning (PCOL),"Ilmunya aplikatif banget, bisa langsung dipraktekin di kerjaan. Mantap!",2
Basic Online Course Learning (BOCL),"Gak ada feedback buat tugas, jadi gak tau salahnya di mana. Hmmm.",0
Premium Online Learning (POL),"Ngundang pembicara dari industri itu keren banget, dapet insight baru!",2
Private Online Course Learning (POCL),"Instrukturnya ngerti banget kesulitan gue, dibantuin sampe bisa. The best!",2
Onsite Course Learning (OCL),"Tempat kursusnya nyaman, fasilitas lengkap, bikin betah belajar.",2
Private Course Onsite Learning (PCOL),"Materinya disesuaikan sama level kita, jadi gak pusing duluan.",2
Basic Online Course Learning (BOCL),"Materinya goks abis, auto paham! Instrukturnya juga asik parah, gak ngebosenin. Fix, ini mah worth it!",2
Premium Online Learning (POL),"Platformnya anjay, interaktif banget, jadi gak mager belajar. Bisa diakses kapan aja, mood booster!",2
Private Online Course Learning (POCL),"Mentornya pro player, ngajarnya santuy tapi ngena. Ilmu daging semua, gak kaleng-kaleng!",2
Onsite Course Learning (OCL),"Sumpah, ini kursus paling oke! Ilmunya kepake banget di dunia kerja. Gak nyesel samsek!",2
Private Course Onsite Learning (PCOL),"Sertifikatnya nampol buat naikin CV. Vibes belajarnya juga positif banget. Thank you, PCOL!",2
Basic Online Course Learning (BOCL),"Yah, materinya B aja, kurang update gitu loh. Agak laen ekspektasi gue, hiks.",0
Premium Online Learning (POL),"Instrukturnya kurenggg, ngejelasinnya muter-muter, bikin ngantuk. Skip dulu deh.",0
Private Online Course Learning (POCL),"Platformnya sering nge-lag, anjir. Ganggu banget pas lagi fokus belajar. Capek deh.",0
Onsite Course Learning (OCL),"Sertifikatnya zonk! Gak diakui di mana-mana. Nyesel banget ikut, mana mahal.",0
Private Course Onsite Learning (PCOL),Support after kursusnya mana? Dicuekin dong pertanyaan gue. Red flag nih!,0
Basic Online Course Learning (BOCL),"Materinya standar lah ya. Gak yang gimana-gimana banget, tapi oke buat dasar.",1
Premium Online Learning (POL),"Ada modul yang seru, ada yang B aja. Ya gitu deh, plus minus.",1
Private Online Course Learning (POCL),"Instrukturnya lumayan, tapi ada beberapa part yang bisa lebih detail lagi sih.",1
Onsite Course Learning (OCL),"Platformnya oke lah buat operasional, jarang ada drama teknis.",1
Private Course Onsite Learning (PCOL),"Sertifikatnya dapet, tapi impact-nya belum kerasa banget. So-so aja.",1
Basic Online Course Learning (BOCL),"Harganya sebanding sama ilmunya. Mantap jiwa, investasi leher ke atas!",2
Premium Online Learning (POL),"CS-nya ampas banget, slow respon, gak solutif. Mending cari yang lain.",0
Private Online Course Learning (POCL),"Yaah, sesuai harga lah ya. Gak jelek-jelek amat, tapi gak wow juga.",1
Onsite Course Learning (OCL),"Kualitasnya juara! Gak ada obat, keren abis!",2
Private Course Onsite Learning (PCOL),"Gak sesuai deskripsi, anjir. Kecewa berat, merasa ketipu.",0
Basic Online Course Learning (BOCL),"Gampang dipake, efektif banget. Hasilnya pecah!",2
Premium Online Learning (POL),Zonk parah! Kualitasnya jauh dari ekspektasi. Nyesel pol.,0
Private Online Course Learning (POCL),"Ada plus minusnya sih. Gak semua modul oke, tapi ada yang ngebantu.",1
Onsite Course Learning (OCL),"Lebih dari ekspektasi, guys! Recommended banget buat upgrade skill.",2
Private Course Onsite Learning (PCOL),"Buat basic sih oke lah. Gak terlalu mendalam, tapi cukup.",1
Basic Online Course Learning (BOCL),"Instrukturnya GGWP, ngajarnya asik, bikin semangat. The best pokoknya!",2
Premium Online Learning (POL),"Materinya basi banget, gak relate sama jaman now. Agak laen emang.",0
Private Online Course Learning (POCL),"Abis kursus dicuekin, gak ada follow up. Kecewa sih.",0
Onsite Course Learning (OCL),"Platformnya stabil, jarang error. Lumayan lah buat belajar.",1
Private Course Onsite Learning (PCOL),"Modulnya ada yang menarik, ada yang bikin ngantuk. Tergantung mood.",1
Basic Online Course Learning (BOCL),"Harganya oke, ilmunya dapet. Spill ke temen-temen ah!",2
Premium Online Learning (POL),"Sertifikatnya gak jelas, gak bisa dipake. Rugi bandar!",0
Private Online Course Learning (POCL),"Materinya daging semua, mudah dicerna. Instrukturnya panutanque!",2
Onsite Course Learning (OCL),"Instrukturnya kurang interaktif, kayak ngomong sendiri. Bikin boring.",0
Private Course Onsite Learning (PCOL),Ini sih definisi upgrade skill! Ilmunya langsung kepake. Mantul!,2
Basic Online Course Learning (BOCL),Sertifikatnya auto nambah value di LinkedIn. Keren!,2
Premium Online Learning (POL),"Platformnya user-friendly, gak ribet. Belajar jadi fun!",2
Private Online Course Learning (POCL),"Materinya standar, gak ada yang spesial banget. Ya lumayan buat nambah ilmu.",1
Onsite Course Learning (OCL),"CS-nya payah, responnya lama banget kayak nunggu jodoh.",0
Private Course Onsite Learning (PCOL),Harganya gak sebanding sama yang didapet. Overpriced!,0
Basic Online Course Learning (BOCL),"Adminnya gercep, kalo ada apa-apa langsung dibantuin. Mantap!",2
Premium Online Learning (POL),"Platformnya ribet banget, gak intuitif. Bikin pusing pala barbie.",0
Private Online Course Learning (POCL),"B aja sih. Gak ada yang istimewa, tapi gak jelek juga.",1
Onsite Course Learning (OCL),Materinya update dan relevan banget sama industri sekarang. Goks!,2
Private Course Onsite Learning (PCOL),"Harga mahal, tapi materinya gitu-gitu aja. Kurang inovatif.",0
Basic Online Course Learning (BOCL),"Videonya burik, resolusinya rendah. Gak niat bikin kursus apa gimana?",0
Premium Online Learning (POL),"Investasi ilmu yang gak sia-sia. Banyak insight baru, keren!",2
Private Online Course Learning (POCL),"Beberapa topik dibahasnya kecepetan, jadi agak bingung.",1
Onsite Course Learning (OCL),Instrukturnya expert banget di bidangnya. Salut!,2
Private Course Onsite Learning (PCOL),"Sesi Q&A-nya seru, banyak diskusi. Jadi makin paham.",2
Basic Online Course Learning (BOCL),"Platformnya sering error, bikin emosi jiwa. Tolong dibenerin dong!",0
Premium Online Learning (POL),"Lumayan oke, tapi kayaknya bisa lebih interaktif lagi deh.",1
Private Online Course Learning (POCL),"Sertifikatnya diakui, nambah poin plus buat portofolio. Cakep!",2
Onsite Course Learning (OCL),"Fasilitasnya lengkap, tempatnya nyaman buat belajar. Betah!",2
Private Course Onsite Learning (PCOL),"Jadwalnya kaku banget, gak bisa fleksibel. Sayang banget.",0
Basic Online Course Learning (BOCL),Materinya relate banget sama kebutuhan kerjaan sekarang. Joss!,2
Premium Online Learning (POL),Akses materi seumur hidup itu sih yang bikin candu. Mantap!,2
Private Online Course Learning (POCL),"Kualitas video & audionya HD, jelas banget. Gak bikin sakit mata/telinga.",2
Onsite Course Learning (OCL),"Lokasinya strategis, gampang dijangkau pake ojol atau transport umum.",2
Private Course Onsite Learning (PCOL),"Instrukturnya on time, persiapannya mateng. Profesional!",2
Basic Online Course Learning (BOCL),"Gak ada forum diskusi, jadi kalo bingung gak tau nanya siapa. Hadeh.",0
Premium Online Learning (POL),"Kebanyakan teori, prakteknya minim. Jadi kurang ngena ilmunya.",0
Private Online Course Learning (POCL),"Biasa aja, gak ada yang spesial banget. Ekspektasi ketinggian kayaknya.",1
Onsite Course Learning (OCL),"Suasana belajarnya asik, gak tegang. Jadi cepet nyantol materinya.",2
Private Course Onsite Learning (PCOL),"Kurikulumnya bisa lebih personal lagi sih, biar makin pas sama kebutuhan.",1
Basic Online Course Learning (BOCL),"Cara penyajian materinya seru, gak monoton. Jadi melek terus!",2
Premium Online Learning (POL),"Support teknisnya lelet banget, kayak keong. Kapan dibalesnya?",0
Private Online Course Learning (POCL),Cukup oke lah buat harga segitu. Gak rugi-rugi amat.,1
Onsite Course Learning (OCL),Sertifikat fisiknya dateng cepet. Prosesnya gak ribet.,2
Private Course Onsite Learning (PCOL),"Enaknya sih kalo ada rekaman sesi, jadi bisa diulang-ulang.",1
Basic Online Course Learning (BOCL),Cocok banget buat newbie yang mau belajar dari nol. Recommended!,2
Premium Online Learning (POL),"Fitur premiumnya beneran beda, fasilitasnya lengkap pol! Gak pelit ilmu.",2
Private Online Course Learning (POCL),"Belajar privat gini emang paling efektif, bisa fokus kelemahan sendiri.",2
Onsite Course Learning (OCL),Dapet networking sama temen-temen sebidang itu priceless banget!,2
Private Course Onsite Learning (PCOL),"Jadwal & tempatnya fleksibel, ngebantu banget buat yang sibuk kerja.",2
Basic Online Course Learning (BOCL),"Materinya cetek banget, gak sesuai sama judulnya. Kecewa.",0
Premium Online Learning (POL),"Instrukturnya pasif, kurang engaging. Jadi ngantuk dengerinnya.",0
Private Online Course Learning (POCL),Platformnya sering error pas mau submit tugas. Bikin panik!,0
Onsite Course Learning (OCL),Sertifikatnya gak laku buat ngelamar kerja. Sia-sia deh.,0
Private Course Onsite Learning (PCOL),Gak ada grup diskusi atau after-support. Abis kursus yaudah gitu aja.,0
Basic Online Course Learning (BOCL),"Materinya ya standar aja sih. Gak ada yang baru banget, tapi okelah.",1
Premium Online Learning (POL),"Ada beberapa modul yang oke, tapi sisanya ngebosenin parah.",1
Private Online Course Learning (POCL),"Instrukturnya lumayan jelas, tapi kadang ngomongnya terlalu cepet.",1
Onsite Course Learning (OCL),"Platformnya stabil, jarang ada kendala teknis yang berarti.",1
Private Course Onsite Learning (PCOL),"Sertifikatnya udah diterima, tapi belum keliatan efeknya buat karir.",1
Basic Online Course Learning (BOCL),"Ilmunya berguna banget buat nambah skill. Mantap, jangan kasih kendor!",2
Premium Online Learning (POL),"Materinya ada yang kurang dalem sih, padahal udah premium. Agak nanggung.",1
Private Online Course Learning (POCL),Mentornya sabar banget ngadepin pertanyaan newbie kayak gue. Makasih banyak!,2
Onsite Course Learning (OCL),"Dapet banyak kenalan baru dari industri sejenis, bisa buat kolab nanti.",2
Private Course Onsite Learning (PCOL),"Karena privat, jadi lebih leluasa nanya hal-hal basic tanpa malu.",2
Basic Online Course Learning (BOCL),"Gak ada tugas praktek, jadi cuma teori doang. Kurang mantep.",0
Premium Online Learning (POL),"Komunitas eksklusifnya aktif banget, banyak sharing ilmu. Keren!",2
Private Online Course Learning (POCL),"Jadwalnya bisa diatur sendiri, pas banget buat yang punya kesibukan lain.",2
Onsite Course Learning (OCL),"Dapet handout materi yang lengkap banget, bisa dibaca-baca lagi.",2
Private Course Onsite Learning (PCOL),"Suasana belajarnya personal, jadi lebih fokus dan nyaman.",2
Basic Online Course Learning (BOCL),"Platformnya kurang user-friendly, agak ribet buat pemula.",1
Premium Online Learning (POL),"Sertifikat digitalnya gampang di-download, bisa langsung pamer di sosmed.",2
Private Online Course Learning (POCL),"Ada sesi konsultasi tambahan di luar jam, itu ngebantu banget!",2
Onsite Course Learning (OCL),Konsumsi pas kursus (snack & lunch) enak-enak. Gak bikin laper.,2
Private Course Onsite Learning (PCOL),Materinya bisa request sesuai kebutuhan spesifik. Fleksibel banget!,2
Basic Online Course Learning (BOCL),"UI platformnya jadul banget, perlu di-revamp biar lebih kekinian.",0
Premium Online Learning (POL),"Banyak contoh kasus real dari industri, jadi lebih kebayang.",2
Private Online Course Learning (POCL),Cocok buat yang butuh bimbingan intensif dan personal.,2
Onsite Course Learning (OCL),Bisa nanya langsung ke instrukturnya kalo ada yang gak paham. Enak!,2
Private Course Onsite Learning (PCOL),"Pengajarnya ngikutin pace belajar kita, gak buru-buru.",2
Basic Online Course Learning (BOCL),Tugas dikumpulin tapi gak pernah dikasih feedback. Percuma dong.,0
Premium Online Learning (POL),"Ada guest speaker dari praktisi, jadi dapet insight baru. Mantap!",2
Private Online Course Learning (POCL),"Instrukturnya peka banget sama kesulitan peserta, langsung dibantu.",2
Onsite Course Learning (OCL),"Tempatnya strategis, deket sama tempat makan & transport umum.",2
Private Course Onsite Learning (PCOL),"Materinya disesuaikan sama level kita, jadi gak terlalu susah atau gampang.",2
Basic Online Course Learning (BOCL),Kuisnya gak nyambung sama materi. Bikin bingung aja.,0
Premium Online Learning (POL),"Videonya sering putus-putus, padahal koneksi internet aman. Ganggu!",0
Private Online Course Learning (POCL),"Gak ada silabus jelas di awal, jadi gak tau mau belajar apa aja.",0
Onsite Course Learning (OCL),Adminnya slow respon banget kalo ada masalah teknis. Hadeuh.,0
Private Course Onsite Learning (PCOL),"Modulnya kepanjangan, isinya muter-muter. Bikin ngantuk.",0
Basic Online Course Learning (BOCL),"Lumayan sih, dapet beberapa ilmu baru. Gak rugi-rugi amat.",1
Premium Online Learning (POL),Beberapa link materi di modul udah mati. Perlu diupdate.,1
Private Online Course Learning (POCL),Harganya masih masuk akal buat kantong mahasiswa/pelajar.,1
Onsite Course Learning (OCL),"Instrukturnya seru, tapi materinya kurang 'berbobot' gitu.",1
Private Course Onsite Learning (PCOL),"Dapet bonus e-book, lumayan buat nambah bacaan.",1
Basic Online Course Learning (BOCL),"Puas banget! Ilmunya nampol, melebihi ekspektasi. Auto recommend!",2
Premium Online Learning (POL),Sayang banget gak ada sesi live Q&A langsung sama instrukturnya.,1
Private Online Course Learning (POCL),"Karena privat, jadi lebih fokus dan gak malu buat nanya-nanya.",2
Onsite Course Learning (OCL),Dapet banyak koneksi baru dari industri yang sama. Bisa buat networking.,2
Private Course Onsite Learning (PCOL),Materinya bener-bener tailored buat kebutuhan perusahaan gue. Mantap!,2
Basic Online Course Learning (BOCL),"Kualitas videonya jelek banget, kayak rekaman pake HP jadul. Kecewa berat.",0
Premium Online Learning (POL),"Gak sesuai sama janji di awal, materinya banyak yang kurang.",0
Private Online Course Learning (POCL),Mahal banget buat kursus online yang gini doang. Gak worth it.,0
Onsite Course Learning (OCL),"Pengajarnya sering telat, bahkan pernah batalin sesi mendadak. Gak profesional.",0
Private Course Onsite Learning (PCOL),"Platformnya ribet, susah nyari materi atau submit tugas. Bikin frustrasi.",0
Basic Online Course Learning (BOCL),"Ya standar aja sih, gak ada yang istimewa banget. Biasa aja.",1
Premium Online Learning (POL),"Lumayan buat nambah wawasan umum, tapi gak terlalu teknis.",1
Private Online Course Learning (POCL),"Ada beberapa materi yang bagus, tapi sisanya kayak pengulangan.",1
Onsite Course Learning (OCL),"Sesuai fungsinya lah, gak ada yang wah banget.",1
Private Course Onsite Learning (PCOL),"Kalo ada materi fisik, pengirimannya cepet. Oke lah.",1
Basic Online Course Learning (BOCL),"Recommended banget! Belajarnya asik, ilmunya dapet. Gak bakal nyesel!",2
Premium Online Learning (POL),"Kualitas audio dan videonya jernih banget, enak diliat & didenger.",2
Private Online Course Learning (POCL),Tim support-nya gercep banget ngebantuin kalo ada masalah. Salut!,2
Onsite Course Learning (OCL),Sertifikatnya bisa langsung di-download begitu selesai kursus. Praktis!,2
Private Course Onsite Learning (PCOL),"Ilmunya aplikatif banget, bisa langsung dipraktekin di kerjaan. Mantap!",2
Basic Online Course Learning (BOCL),"Gak ada feedback buat tugas, jadi gak tau salahnya di mana. Hmmm.",0
